virus	Virulent	Temperate
Shah2023-NODE_137_length_6059_cov_11.396569	0.985005930576337	0.014994069423662984
Beller2022-NODE_14_length_7996_cov_42.080972	0.785153267283241	0.2148467327167599
Liang2020a-NODE_299_length_3807_cov_4.369936	1.0	0.0
Shah2023-NODE_148_length_3668_cov_7.100747	0.21013215859030837	0.7898678414096916
Shah2023-NODE_77_length_12782_cov_7.260863	0.0	1.0
Garmaeva2024-NODE_34_length_38364_cov_24.947845	0.0	1.0
Shah2023-NODE_137_length_7770_cov_8.564485	0.9972986238568456	0.002701376143154288
Shah2023-NODE_888_length_3450_cov_13.499853	0.8118782016546146	0.1881217983453865
Shah2023-NODE_857_length_3081_cov_55.072373	0.8118782016546146	0.1881217983453865
Shah2023-NODE_42_length_13597_cov_11.966475	0.8455303298433936	0.15446967015660706
Shah2023-NODE_352_length_3665_cov_8.795568	0.8118782016546146	0.1881217983453865
Walters2023-NODE_4_length_25681_cov_197.245766	0.125	0.875
Garmaeva2024-NODE_1129_length_3556_cov_6.855755	0.8118782016546146	0.1881217983453865
Shah2023-NODE_108_length_12810_cov_54.416307	1.0	0.0
Shah2023-NODE_204_length_5436_cov_6.161680	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_44_length_6315_cov_3.288978	1.0	0.0
Shah2023-NODE_283_length_9228_cov_41.306225	0.0	1.0
Shah2023-NODE_93_length_6366_cov_25.347964	0.8118782016546146	0.1881217983453865
Shah2023-NODE_742_length_4248_cov_7.690913	0.9107929515418502	0.08920704845814986
Shah2023-NODE_745_length_4176_cov_13.364475	0.0	1.0
Shah2023-NODE_341_length_5010_cov_9.494652	0.8118782016546146	0.1881217983453865
Walters2023-NODE_14_length_43941_cov_970.637903	0.8118782016546146	0.1881217983453865
Beller2022-NODE_10_length_5553_cov_18.522917	0.8118782016546146	0.1881217983453865
Maqsood2019-NODE_2_length_14079_cov_9.308899	0.9892353854909175	0.010764614509082473
Beller2022-NODE_17_length_6113_cov_11.237042	0.8118782016546146	0.1881217983453865
Walters2023-NODE_164_length_3353_cov_16.874469	0.8118782016546146	0.1881217983453865
Shah2023-NODE_545_length_7866_cov_28.487390	0.6694764488388344	0.33052355116116583
McCann2018-NODE_47_length_10218_cov_117.603759	0.995044052863436	0.004955947136563877
Shah2023-NODE_24_length_15405_cov_16.866189	0.9320112779837082	0.06798872201629169
Pannaraj2018-NODE_10_length_13990_cov_633.549910	0.8267460430643061	0.17325395693569484
Garmaeva2024-NODE_396_length_3261_cov_9.624142	0.05	0.95
Shah2023-NODE_642_length_3494_cov_9.905496	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_171_length_3805_cov_4.065867	0.8118782016546146	0.1881217983453865
Shah2023-NODE_59_length_6224_cov_70.472038	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_49_length_11885_cov_4.103128	0.8055318067045922	0.19446819329540882
Shah2023-NODE_185_length_11098_cov_14.996740	0.8118782016546146	0.1881217983453865
Garmaeva2024-NODE_342_length_7837_cov_10.915060	0.8118782016546146	0.1881217983453865
Shah2023-NODE_86_length_6375_cov_7.689715	0.8118782016546146	0.1881217983453865
Shah2023-NODE_363_length_3733_cov_158.823545	0.8118782016546146	0.1881217983453865
Shah2023-NODE_444_length_4446_cov_8.488499	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_13_length_13347_cov_11.096599	0.8118782016546146	0.1881217983453865
Walters2023-NODE_520_length_3663_cov_28.601164	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_60_length_5437_cov_3.612226	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_42_length_6340_cov_3.712331	0.8118782016546146	0.1881217983453865
Garmaeva2024-NODE_20_length_32873_cov_10.155220	0.22004405286343615	0.7799559471365638
Shah2023-NODE_1_length_30853_cov_185.404247	0.9242103416003744	0.07578965839962565
Shah2023-NODE_138_length_5959_cov_10.563178	0.8118782016546146	0.1881217983453865
Garmaeva2024-NODE_205_length_13323_cov_9.562029	0.9601321585903084	0.03986784140969163
Beller2022-NODE_125_length_4322_cov_9.982658	0.8336573783816347	0.16634262161836616
Shah2023-NODE_202_length_4851_cov_5.697873	0.8305819109432317	0.16941808905676906
Shah2023-NODE_16_length_16153_cov_31.357995	0.8278872641572755	0.17211273584272452
Shah2023-NODE_11_length_20456_cov_30.566443	0.8759911894273129	0.12400881057268738
Shah2023-NODE_2_length_35544_cov_49.859055	0.0	1.0
Shah2023-NODE_657_length_5026_cov_4.267149	0.9625	0.0375
Liang2020a-NODE_26_length_8222_cov_9.416310	0.8118782016546146	0.1881217983453865
Shah2023-NODE_20_length_12172_cov_18.182388	0.8636761499992234	0.136323850000777
Shah2023-NODE_1121_length_4017_cov_6.994952	0.8118782016546146	0.1881217983453865
Shah2023-NODE_257_length_5300_cov_3.915157	0.8455303298433936	0.15446967015660706
Walters2023-NODE_11_length_10932_cov_27.348166	0.8745451917912842	0.12545480820871602
Walters2023-NODE_34_length_3789_cov_12.375201	0.0125	0.9875
Shah2023-NODE_7_length_13745_cov_52.310373	0.075	0.925
Yan2021-NODE_53_length_13596_cov_42.963592	0.8267460430643061	0.17325395693569484
Shah2023-NODE_232_length_3347_cov_18.115431	0.8118782016546146	0.1881217983453865
Shah2023-NODE_1_length_52769_cov_31.049569	0.0	1.0
Shah2023-NODE_1189_length_4725_cov_13.513919	0.8118782016546146	0.1881217983453865
Shah2023-NODE_454_length_4091_cov_7.237859	0.8118782016546146	0.1881217983453865
Garmaeva2024-NODE_707_length_3872_cov_5.201729	0.8287014312450708	0.17129856875493005
Shah2023-NODE_331_length_5140_cov_12.410029	0.724694777917064	0.2753052220829365
Shah2023-NODE_29_length_8033_cov_63.110679	0.8443326719299797	0.15566732807002084
Shah2023-NODE_1343_length_4344_cov_9.787596	0.9407208232729797	0.05927917672702028
Shah2023-NODE_15_length_10892_cov_14.386823	0.8118782016546146	0.1881217983453865
Shah2023-NODE_1068_length_3106_cov_14.563422	0.8643267843600146	0.13567321563998574
Beller2022-NODE_94_length_3875_cov_11.906021	0.8118782016546146	0.1881217983453865
Shah2023-NODE_294_length_6005_cov_8.178151	0.8118782016546146	0.1881217983453865
Shah2023-NODE_607_length_3109_cov_54.669286	0.5600220264317181	0.43997797356828194
Shah2023-NODE_53_length_27029_cov_25.096093	0.0	1.0
Shah2023-NODE_1231_length_3502_cov_6.610676	0.8118782016546146	0.1881217983453865
Shah2023-NODE_8_length_21748_cov_111.077352	0.9551762114537443	0.0448237885462555
Lim2015-NODE_10_length_6583_cov_12.564436	0.7729643451239226	0.22703565487607813
Shah2023-NODE_302_length_6209_cov_16.128534	0.8118782016546146	0.1881217983453865
Shah2023-NODE_246_length_6309_cov_7.770227	0.9876101321585903	0.012389867841409693
Shah2023-NODE_389_length_4292_cov_9.666509	0.05	0.95
Shah2023-NODE_20_length_30109_cov_98.691023	0.025	0.975
Shah2023-NODE_129_length_7398_cov_7.078034	0.8118782016546146	0.1881217983453865
Shah2023-NODE_1180_length_3151_cov_5.259690	0.724694777917064	0.2753052220829365
Shah2023-NODE_194_length_3121_cov_8.030007	0.8118782016546146	0.1881217983453865
Shah2023-NODE_841_length_3594_cov_8.206273	0.8461605166393262	0.15383948336067438
Shah2023-NODE_60_length_12830_cov_17.496595	0.857063125739371	0.14293687426062957
Garmaeva2024-NODE_75_length_22936_cov_24.554084	0.9987156186452293	0.0012843813547707623
Shah2023-NODE_26_length_14361_cov_7.001398	0.862276573042886	0.13772342695711393
Yan2021-NODE_12_length_8715_cov_23.966166	0.9726321585903083	0.027367841409691628
Shah2023-NODE_484_length_5744_cov_14.695729	0.8118782016546146	0.1881217983453865
Shah2023-NODE_86_length_3034_cov_8.448473	0.8118782016546146	0.1881217983453865
Shah2023-NODE_21_length_27109_cov_133.524507	0.0	1.0
Garmaeva2024-NODE_215_length_11368_cov_14.092372	0.8461605166393262	0.15383948336067438
Walters2023-NODE_783_length_3636_cov_38.681932	0.8118782016546146	0.1881217983453865
Shah2023-NODE_1949_length_3131_cov_8.911248	0.0	1.0
Garmaeva2024-NODE_17_length_17717_cov_18.726701	0.9986565181674895	0.0013434818325104483
Shah2023-NODE_128_length_12381_cov_9.472659	0.8586779279521541	0.14132207204784636
Shah2023-NODE_300_length_4371_cov_4.300510	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_235_length_6922_cov_14.496578	0.8267460430643061	0.17325395693569484
Liang2020a-NODE_462_length_3222_cov_4.102621	0.8118782016546146	0.1881217983453865
Shah2023-NODE_2_length_46361_cov_15.155250	0.9657359654629663	0.03426403453703368
Shah2023-NODE_147_length_6954_cov_12.607479	0.931779094256249	0.06822090574375078
Shah2023-NODE_184_length_6902_cov_7.813933	0.9972986238568456	0.002701376143154288
Garmaeva2024-NODE_136_length_7313_cov_4.216589	0.9320112779837082	0.06798872201629169
Garmaeva2024-NODE_1310_length_3251_cov_4.591677	0.8428790579388789	0.1571209420611216
Liang2020a-NODE_89_length_3708_cov_36.636189	0.8837100442719088	0.11628995572809142
Liang2020a-NODE_36_length_11591_cov_4.414788	0.9962064070315797	0.0037935929684203415
Walters2023-NODE_644_length_7709_cov_14.837993	0.8561687163385047	0.14383128366149595
Garmaeva2024-NODE_176_length_15065_cov_51.439840	0.1375	0.8625
Shah2023-NODE_81_length_13029_cov_19.887159	0.8625	0.1375
Shah2023-NODE_66_length_21098_cov_25.043340	0.8876065410590837	0.11239345894091671
Shah2023-NODE_190_length_6095_cov_15.896854	0.9230446118192353	0.07695538818076478
Liang2020a-NODE_18_length_35474_cov_576.592592	0.275	0.725
Shah2023-NODE_295_length_5374_cov_41.145328	0.8118782016546146	0.1881217983453865
Shah2023-NODE_4_length_36043_cov_58.132072	0.0	1.0
Liang2020a-NODE_162_length_4650_cov_18.034168	0.9718791193933999	0.028120880606600045
Beller2022-NODE_92_length_3987_cov_18.306205	0.9606617952123443	0.03933820478765556
Shah2023-NODE_67_length_9901_cov_8.109385	0.8118782016546146	0.1881217983453865
Shah2023-NODE_46_length_25648_cov_23.585668	0.828112219544899	0.1718877804551014
Shah2023-NODE_242_length_10885_cov_6.495199	0.931779094256249	0.06822090574375078
Beller2022-NODE_37_length_5032_cov_14.425357	0.8118782016546146	0.1881217983453865
Shah2023-NODE_364_length_5453_cov_1168.836236	0.9320112779837082	0.06798872201629169
Shah2023-NODE_154_length_10007_cov_14.744976	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_87_length_8149_cov_4.321226	0.0	1.0
Walters2023-NODE_166_length_8340_cov_12.006397	0.8118782016546146	0.1881217983453865
Shah2023-NODE_731_length_4850_cov_4.688425	0.8118782016546146	0.1881217983453865
Shah2023-NODE_53_length_14435_cov_23.018707	0.0	1.0
Shah2023-NODE_188_length_10687_cov_90.484951	0.125	0.875
Shah2023-NODE_230_length_3950_cov_8.873941	0.3875	0.6125
Shah2023-NODE_629_length_4569_cov_6.942623	0.8118782016546146	0.1881217983453865
Shah2023-NODE_54_length_12690_cov_29.640602	0.15	0.85
Liang2020b-NODE_350_length_5500_cov_9.277319	0.0	1.0
Zhao2017-NODE_1_length_8810_cov_214.530211	0.9643350665299639	0.035664933470036166
Garmaeva2024-NODE_347_length_19332_cov_10.447321	0.0125	0.9875
Garmaeva2024-NODE_18_length_30762_cov_24.059726	0.125	0.875
Beller2022-NODE_10_length_12016_cov_21.341527	0.9675660792951544	0.03243392070484581
Liang2020a-NODE_202_length_5189_cov_3.139852	0.8239124742451764	0.17608752575482348
Maqsood2019-NODE_1_length_14778_cov_89.693609	0.11054461181923522	0.8894553881807647
Liang2020a-NODE_70_length_5042_cov_8.960898	0.8118782016546146	0.1881217983453865
Garmaeva2024-NODE_237_length_12153_cov_7.857332|provirus_2928_12126	0.0	1.0
Shah2023-NODE_45_length_5304_cov_170.441608	0.8118782016546146	0.1881217983453865
Yan2021-NODE_226_length_6401_cov_18.728175	0.1	0.9
Shah2023-NODE_261_length_5801_cov_4.656631	0.85	0.15
Shah2023-NODE_215_length_6576_cov_12.334458	1.0	0.0
Shah2023-NODE_155_length_6292_cov_17.868847	0.9602261948935176	0.03977380510648237
Yan2021-NODE_573_length_3509_cov_21.578749	0.8118782016546146	0.1881217983453865
Shah2023-NODE_27_length_6094_cov_46.684054	0.8118782016546146	0.1881217983453865
Shah2023-NODE_22_length_13743_cov_12.165912	0.8118782016546146	0.1881217983453865
Shah2023-NODE_101_length_11399_cov_29.682387	0.0	1.0
Shah2023-NODE_95_length_18138_cov_9.936515	0.9690666592672029	0.030933340732797028
Liang2020a-NODE_85_length_9227_cov_109.986917	0.0	1.0
Shah2023-NODE_1_length_61607_cov_30.866243	0.25	0.75
Liang2020a-NODE_57_length_10332_cov_49.684052	0.8428790579388789	0.1571209420611216
Shah2023-NODE_395_length_4253_cov_6.853025	0.8118782016546146	0.1881217983453865
Shah2023-NODE_200_length_10304_cov_20.402283	0.8118782016546146	0.1881217983453865
Walters2023-NODE_1_length_6351_cov_204.769219	0.8848696795023974	0.11513032049760293
Walters2023-NODE_176_length_6011_cov_16.641538	0.8118782016546146	0.1881217983453865
Walters2023-NODE_91_length_5801_cov_10.281935	0.8118782016546146	0.1881217983453865
Shah2023-NODE_165_length_3140_cov_4.670989	0.8118782016546146	0.1881217983453865
Garmaeva2024-NODE_294_length_9983_cov_6.553787	0.8535944373441721	0.14640556265582855
Beller2022-NODE_9_length_18939_cov_116.255190	0.8800312501502798	0.11996874984972046
Shah2023-NODE_64_length_17094_cov_15.732848	0.0	1.0
Garmaeva2024-NODE_1517_length_3016_cov_8.852415	0.8118782016546146	0.1881217983453865
Shah2023-NODE_613_length_3015_cov_3.894595	0.8118782016546146	0.1881217983453865
Walters2023-NODE_1_length_6292_cov_49.672439	0.8118782016546146	0.1881217983453865
Shah2023-NODE_204_length_5809_cov_11.662669	0.0	1.0
Garmaeva2024-NODE_802_length_4606_cov_9.377499	0.9702643171806166	0.029735682819383262
Shah2023-NODE_16_length_36133_cov_21.378680	0.875	0.125
Yan2021-NODE_38_length_7120_cov_22.679830	0.8118782016546146	0.1881217983453865
Beller2022-NODE_1_length_51552_cov_32.196342	0.125	0.875
Shah2023-NODE_118_length_8142_cov_143.820824	0.0125	0.9875
Shah2023-NODE_122_length_13654_cov_51.648356	0.9344892515519903	0.06551074844800975
Shah2023-NODE_88_length_8355_cov_7.329036	0.8118782016546146	0.1881217983453865
Shah2023-NODE_311_length_4761_cov_19.010412	0.9168794290555962	0.08312057094440387
Shah2023-NODE_86_length_11778_cov_30.237994	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_134_length_4471_cov_5690.227129	0.8118782016546146	0.1881217983453865
Walters2023-NODE_43_length_13745_cov_9.033163	0.7828396201943331	0.21716037980566755
Garmaeva2024-NODE_1524_length_7609_cov_6.320757	0.8193121223594604	0.18068787764054067
Shah2023-NODE_230_length_11441_cov_28.275777	0.8597549534196096	0.14024504658039041
Shah2023-NODE_310_length_7661_cov_20.658033	0.8643267843600146	0.13567321563998574
Walters2023-NODE_268_length_4757_cov_150.664185	0.8118782016546146	0.1881217983453865
Walters2023-NODE_55_length_3818_cov_75.001329	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_47_length_12927_cov_56.210534	0.025	0.975
Shah2023-NODE_139_length_8457_cov_22.663890	0.8118782016546146	0.1881217983453865
Shah2023-NODE_500_length_6529_cov_13.501081	0.8118782016546146	0.1881217983453865
Shah2023-NODE_325_length_4418_cov_100.047215	0.8118782016546146	0.1881217983453865
Shah2023-NODE_30_length_13967_cov_9.432792	0.9137701261626576	0.08622987383734249
Liang2020a-NODE_102_length_4175_cov_5.326214	0.9454845814977973	0.05451541850220265
Shah2023-NODE_45_length_8162_cov_10.938942	0.0	1.0
Shah2023-NODE_45_length_12772_cov_30.716678	0.05	0.95
Shah2023-NODE_20_length_5668_cov_84.985035	0.8118782016546146	0.1881217983453865
Walters2023-NODE_326_length_3465_cov_8.575660	0.7478031812844816	0.252196818715519
Liang2020a-NODE_72_length_3869_cov_14.853173	0.8118782016546146	0.1881217983453865
McCann2018-NODE_13_length_15809_cov_24.105180	0.05	0.95
Shah2023-NODE_310_length_6157_cov_14.450180	0.8118782016546146	0.1881217983453865
Shah2023-NODE_6_length_35374_cov_34.910020	0.0	1.0
Shah2023-NODE_340_length_7761_cov_11.734103	0.792277840065473	0.20772215993452803
Garmaeva2024-NODE_170_length_6144_cov_7.145180	0.8118782016546146	0.1881217983453865
Shah2023-NODE_142_length_13662_cov_11.264129	0.8118782016546146	0.1881217983453865
Walters2023-NODE_42_length_3875_cov_39.173037	0.8118782016546146	0.1881217983453865
Shah2023-NODE_75_length_16403_cov_11.060007	0.9727422907488986	0.027257709251101325
Shah2023-NODE_5_length_41521_cov_33.363720	0.7967900959277423	0.20320990407225872
Shah2023-NODE_9_length_19901_cov_21.650459	0.3	0.7
Shah2023-NODE_97_length_4119_cov_15.849902	0.0	1.0
Garmaeva2024-NODE_43_length_41903_cov_22.612168	0.1125	0.8875
Liang2020a-NODE_195_length_3608_cov_3.694906	0.931779094256249	0.06822090574375078
Shah2023-NODE_204_length_5459_cov_7.154515	0.0	1.0
Walters2023-NODE_2035_length_4032_cov_37.473221	0.0625	0.9375
Beller2022-NODE_4_length_29274_cov_32.324583	0.8414711988125927	0.15852880118740809
Garmaeva2024-NODE_419_length_6852_cov_10.858761	0.8118782016546146	0.1881217983453865
Yan2021-NODE_672_length_3129_cov_58.501301	0.8118782016546146	0.1881217983453865
Shah2023-NODE_9_length_31155_cov_141.140804	0.8118782016546146	0.1881217983453865
Shah2023-NODE_635_length_4663_cov_10.221788	0.8118782016546146	0.1881217983453865
Beller2022-NODE_23_length_7836_cov_3778.458553	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_254_length_3349_cov_7.692471	0.8118782016546146	0.1881217983453865
Shah2023-NODE_258_length_12559_cov_8.275752	0.95	0.05
Shah2023-NODE_393_length_5351_cov_9.607628	0.8771145642286629	0.1228854357713374
Shah2023-NODE_213_length_7076_cov_47.753596	0.05	0.95
Shah2023-NODE_288_length_7768_cov_14.606249	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_171_length_7575_cov_34.691888	0.8118782016546146	0.1881217983453865
Shah2023-NODE_187_length_6297_cov_5.642583	0.7486246943765281	0.2513753056234719
Garmaeva2024-NODE_205_length_5713_cov_4.741075	0.0	1.0
Shah2023-NODE_229_length_8005_cov_7.843648	0.931779094256249	0.06822090574375078
Shah2023-NODE_108_length_5071_cov_169.255183	0.8118782016546146	0.1881217983453865
Shah2023-NODE_69_length_4747_cov_8.753410	0.0	1.0
Garmaeva2024-NODE_21_length_32457_cov_14.235387	0.025	0.975
Shah2023-NODE_14_length_29469_cov_45.684402	0.9875	0.0125
Shah2023-NODE_419_length_5548_cov_5.614054	0.7052863436123349	0.29471365638766517
Liang2020b-NODE_126_length_3355_cov_5.354545	0.8118782016546146	0.1881217983453865
Shah2023-NODE_269_length_3239_cov_4.601759	0.8118782016546146	0.1881217983453865
Shah2023-NODE_86_length_8049_cov_8.395422	0.0125	0.9875
Shah2023-NODE_75_length_4793_cov_70.006121	0.175	0.825
Shah2023-NODE_210_length_4487_cov_5.146661	0.8118782016546146	0.1881217983453865
Shah2023-NODE_37_length_5839_cov_463.668568	0.8118782016546146	0.1881217983453865
Shah2023-NODE_97_length_4629_cov_7.405116	0.931779094256249	0.06822090574375078
Shah2023-NODE_279_length_4039_cov_4.863956	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_12_length_18428_cov_17.398084	0.7778367314590626	0.2221632685409379
Garmaeva2024-NODE_104_length_8304_cov_33.246575	0.8952643171806167	0.10473568281938331
Shah2023-NODE_404_length_4067_cov_8.883350	0.8118782016546146	0.1881217983453865
Garmaeva2024-NODE_19_length_32525_cov_12.289467	0.0125	0.9875
Shah2023-NODE_457_length_3868_cov_4.619984	0.8118782016546146	0.1881217983453865
Walters2023-NODE_11_length_14267_cov_16.970166	0.9520976057576498	0.04790239424235011
Lim2015-NODE_1_length_6812_cov_41.138220	0.8118782016546146	0.1881217983453865
Shah2023-NODE_158_length_7042_cov_145.812223	0.724694777917064	0.2753052220829365
Shah2023-NODE_67_length_4925_cov_5.038398	0.8833535288807883	0.11664647111921193
Shah2023-NODE_62_length_15280_cov_16.481314	0.8163816162245221	0.18361838377547854
Liang2020a-NODE_88_length_8947_cov_11.032726	0.8353776216825656	0.16462237831743523
Maqsood2019-NODE_37_length_6304_cov_16.478477	0.8118782016546146	0.1881217983453865
Shah2023-NODE_66_length_3993_cov_4.660741	0.8118782016546146	0.1881217983453865
Garmaeva2024-NODE_335_length_3486_cov_2.544448	0.8118782016546146	0.1881217983453865
Shah2023-NODE_31_length_28353_cov_27.883455	0.9	0.1
Walters2023-NODE_215_length_3338_cov_6.951264	0.8118782016546146	0.1881217983453865
Shah2023-NODE_47_length_17414_cov_31.108532	0.7828996481142838	0.21710035188571714
Shah2023-NODE_581_length_6089_cov_14.270799	0.9722986238568456	0.027701376143154287
Shah2023-NODE_252_length_4738_cov_8.679479	0.8118782016546146	0.1881217983453865
Shah2023-NODE_71_length_5673_cov_37.265219	0.8403335688191295	0.15966643118087134
Shah2023-NODE_224_length_5280_cov_11.376077	0.8118782016546146	0.1881217983453865
Shah2023-NODE_502_length_3397_cov_45.885099	0.9261833783390585	0.07381662166094104
Liang2020a-NODE_68_length_6621_cov_22.102345	0.8490152516760286	0.15098474832397196
Walters2023-NODE_5_length_8521_cov_17.117175	0.8118782016546146	0.1881217983453865
Shah2023-NODE_7_length_36971_cov_50.431547	0.05	0.95
Shah2023-NODE_25_length_18589_cov_20.648160	0.8140005799720488	0.18599942002795125
Shah2023-NODE_31_length_9289_cov_9.733485	0.9238023420865862	0.07619765791341378
Shah2023-NODE_336_length_6890_cov_11.696854	0.931779094256249	0.06822090574375078
Shah2023-NODE_202_length_16337_cov_13.241187	0.0	1.0
Shah2023-NODE_111_length_11645_cov_17.501553	0.0	1.0
Liang2020a-NODE_19_length_14814_cov_12.030490	0.0	1.0
Liang2020a-NODE_160_length_3047_cov_3.811832	0.949446176567115	0.0505538234328848
Garmaeva2024-NODE_60_length_53592_cov_35.047201	0.0	1.0
Liang2020a-NODE_127_length_7273_cov_16.026046	0.8118782016546146	0.1881217983453865
Shah2023-NODE_25_length_20837_cov_17.763930	0.0	1.0
McCann2018-NODE_4_length_37146_cov_26.881562	0.0	1.0
Shah2023-NODE_231_length_5973_cov_6.856708	0.9320112779837082	0.06798872201629169
Shah2023-NODE_140_length_4911_cov_19.067957	0.964110712130639	0.03588928786936091
Zhao2017-NODE_8_length_3329_cov_80.291692	0.8118782016546146	0.1881217983453865
Walters2023-NODE_462_length_8680_cov_28.508638	0.8455303298433936	0.15446967015660706
Shah2023-NODE_9_length_14271_cov_56.034046	0.9180451588367353	0.08195484116326475
Shah2023-NODE_207_length_6426_cov_16.179564	0.8150881057268723	0.18491189427312776
Shah2023-NODE_468_length_4273_cov_17.695827	0.8118782016546146	0.1881217983453865
Shah2023-NODE_9_length_4310_cov_6.697532	0.8118782016546146	0.1881217983453865
Shah2023-NODE_19_length_12464_cov_29.826739	0.0125	0.9875
Shah2023-NODE_290_length_6426_cov_5.791399	0.8152193465783952	0.18478065342160582
Shah2023-NODE_1563_length_3063_cov_23.479721	0.8118782016546146	0.1881217983453865
Beller2022-NODE_130_length_3619_cov_11.777778	0.8118782016546146	0.1881217983453865
Garmaeva2024-NODE_459_length_6469_cov_6.382289	0.9987156186452293	0.0012843813547707623
Pannaraj2018-NODE_44_length_5282_cov_6.196671	0.8118782016546146	0.1881217983453865
Shah2023-NODE_229_length_8773_cov_21.173778	0.0	1.0
Shah2023-NODE_424_length_6938_cov_11.190179	0.8125	0.1875
Shah2023-NODE_111_length_7867_cov_8.542627	0.7729643451239226	0.22703565487607813
Shah2023-NODE_627_length_3147_cov_3.849935	0.8118782016546146	0.1881217983453865
Garmaeva2024-NODE_506_length_6061_cov_11.717283	0.8118782016546146	0.1881217983453865
Shah2023-NODE_41_length_5685_cov_44.484902	0.8336311192572265	0.16636888074277426
Shah2023-NODE_509_length_4825_cov_47.412369	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_115_length_5379_cov_28.895379	0.4195535528942139	0.5804464471057861
Garmaeva2024-NODE_796_length_4825_cov_23.163732	0.9851321585903083	0.014867841409691631
Shah2023-NODE_353_length_3747_cov_11.054171	0.9625	0.0375
Shah2023-NODE_15_length_5022_cov_31.708677	0.8636761499992234	0.136323850000777
Walters2023-NODE_6_length_13618_cov_19.909017	0.8118782016546146	0.1881217983453865
Shah2023-NODE_131_length_3212_cov_6.296167	0.0	1.0
Liang2020a-NODE_7_length_41714_cov_48.490866	0.075	0.925
Shah2023-NODE_38_length_5991_cov_1029.119946	0.8118782016546146	0.1881217983453865
Shah2023-NODE_158_length_4558_cov_167.162114	0.9745052770448549	0.02549472295514512
Shah2023-NODE_274_length_5993_cov_10.598350	0.8118782016546146	0.1881217983453865
Shah2023-NODE_8_length_13753_cov_8.702073	0.1375	0.8625
Garmaeva2024-NODE_616_length_3055_cov_15.954000	0.8118782016546146	0.1881217983453865
Shah2023-NODE_675_length_3097_cov_5.098619	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_28_length_11214_cov_12.335693	0.8118782016546146	0.1881217983453865
Shah2023-NODE_1059_length_3819_cov_4.911265	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_194_length_3537_cov_11.560023	0.8118782016546146	0.1881217983453865
Shah2023-NODE_32_length_5783_cov_19.888443	0.8118782016546146	0.1881217983453865
Garmaeva2024-NODE_1271_length_3439_cov_7.737589	0.7324237312126353	0.26757626878736473
Shah2023-NODE_169_length_3038_cov_7.771036	0.8118782016546146	0.1881217983453865
Shah2023-NODE_1139_length_3194_cov_11.611660	0.8214303085890894	0.17856969141091084
Shah2023-NODE_13_length_19439_cov_23.794057	0.947852422907489	0.05214757709251101
Garmaeva2024-NODE_1251_length_3386_cov_8.513359	0.8118782016546146	0.1881217983453865
Shah2023-NODE_98_length_3340_cov_5.148858	0.8336573783816347	0.16634262161836616
Shah2023-NODE_4_length_24528_cov_19.568300	0.8253303964757711	0.17466960352422914
Shah2023-NODE_139_length_3838_cov_13.343378	0.9975761479884981	0.0024238520115018062
Shah2023-NODE_861_length_3008_cov_3.898747	0.6575440528634362	0.3424559471365639
Shah2023-NODE_819_length_4281_cov_21.778514	0.8861895462707002	0.11381045372930024
Walters2023-NODE_266_length_3726_cov_181.449469	0.8118782016546146	0.1881217983453865
Shah2023-NODE_202_length_6897_cov_4.899006	0.8118782016546146	0.1881217983453865
Shah2023-NODE_24_length_16791_cov_46.356477	0.8861895462707002	0.11381045372930024
Shah2023-NODE_83_length_4867_cov_418.092893	0.9320112779837082	0.06798872201629169
Garmaeva2024-NODE_146_length_19394_cov_12.952117	0.8118782016546146	0.1881217983453865
Beller2022-NODE_67_length_3984_cov_5.012217	0.8118782016546146	0.1881217983453865
Shah2023-NODE_109_length_8469_cov_12.906941	0.8880556134907275	0.11194438650927263
Shah2023-NODE_40_length_7584_cov_11.792536	0.8118782016546146	0.1881217983453865
Shah2023-NODE_14_length_19263_cov_91.178676	0.0	1.0
Beller2022-NODE_23_length_3262_cov_9.101341	0.8118782016546146	0.1881217983453865
Shah2023-NODE_176_length_8541_cov_10.528753	0.0	1.0
Liang2020a-NODE_7_length_38384_cov_22.763391	0.9625	0.0375
Shah2023-NODE_310_length_5545_cov_20.731512	0.8118782016546146	0.1881217983453865
Walters2023-NODE_23_length_6312_cov_11.057855	0.48197149614105816	0.5180285038589418
Shah2023-NODE_35_length_10493_cov_12.862905	0.0	1.0
Shah2023-NODE_766_length_3317_cov_7.161864	0.8118782016546146	0.1881217983453865
Shah2023-NODE_121_length_7300_cov_21.703658	0.8118782016546146	0.1881217983453865
